"ArrayRegularity","NRL","Shift","ORF"
0.81,163,-12,"YGR031C-A"
0.93,164,23,"YGR032W"
0.95,167,0,"YGR033C"
0.58,153,0,"YGR034W"
0.76,182,-12,"YGR036C"
0.89,158,0,"YGR037C"
0.84,181,-2,"YGR038W"
0.7,149,22,"YGR040W"
0.75,178,30,"YGR041W"
0.92,175,0,"YGR043C"
0.85,169,-11,"YGR044C"
0.88,167,3,"YGR046W"
0.88,166,0,"YGR047C"
0.88,166,26,"YGR048W"
0.57,146,-22,"YGR049W"
0.83,167,8,"YGR054W"
0.67,152,-9,"YGR055W"
0.88,161,-19,"YGR056W"
0.91,165,3,"YGR057C"
0.86,161,-1,"YGR058W"
0.93,166,2,"YGR059W"
0.53,173,5,"YGR060W"
0.92,167,24,"YGR061C"
0.87,174,-9,"YGR062C"
0.82,184,0,"YGR063C"
0.88,167,-7,"YGR065C"
0.93,161,-4,"YGR068C"
0.84,150,38,"YGR070W"
0.93,162,0,"YGR072W"
0.93,161,0,"YGR074W"
0.76,162,0,"YGR075C"
0.8,173,-16,"YGR076C"
0.93,165,7,"YGR077C"
0.65,209,-2,"YGR078C"
0.83,166,4,"YGR080W"
0.96,170,5,"YGR081C"
0.77,169,2,"YGR082W"
0.88,164,7,"YGR083C"
0.83,159,0,"YGR084C"
0.52,162,-3,"YGR085C"
0.88,164,-33,"YGR086C"
0.88,169,-19,"YGR087C"
0.9,170,-19,"YGR088W"
0.86,167,0,"YGR089W"
0.91,164,2,"YGR090W"
0.83,163,9,"YGR091W"
0.89,168,7,"YGR092W"
0.77,167,19,"YGR094W"
0.96,172,0,"YGR095C"
0.62,164,-5,"YGR096W"
0.75,166,-8,"YGR097W"
0.95,166,2,"YGR098C"
0.89,164,-1,"YGR099W"
0.92,167,-6,"YGR100W"
0.86,166,-1,"YGR101W"
0.9,179,1,"YGR102C"
0.9,165,3,"YGR103W"
0.9,170,1,"YGR104C"
0.89,172,8,"YGR105W"
0.92,166,0,"YGR106C"
0.71,169,52,"YGR108W"
0.92,179,1,"YGR109C"
0.92,173,-1,"YGR110W"
0.83,179,5,"YGR112W"
0.93,164,-3,"YGR113W"
0.93,165,7,"YGR116W"
0.67,159,11,"YGR118W"
0.94,159,0,"YGR119C"
0.88,159,0,"YGR120C"
0.77,177,19,"YGR121C"
0.93,168,-1,"YGR122W"
0.92,166,0,"YGR123C"
0.77,167,-52,"YGR124W"
0.79,167,3,"YGR128C"
0.7,162,-32,"YGR129W"
0.8,170,-7,"YGR130C"
0.9,165,-11,"YGR131W"
0.87,161,-10,"YGR132C"
0.75,220,28,"YGR133W"
0.94,166,11,"YGR134W"
0.73,154,-5,"YGR135W"
0.84,165,0,"YGR136W"
0.66,132,0,"YGR138C"
0.91,167,10,"YGR140W"
0.94,175,-8,"YGR141W"
0.89,163,0,"YGR142W"
0.74,179,70,"YGR143W"
0.88,177,-12,"YGR144W"
0.91,168,6,"YGR145W"
0.63,147,0,"YGR146C"
0.95,165,-4,"YGR147C"
0.77,151,-22,"YGR148C"
0.95,161,0,"YGR150C"
0.92,164,5,"YGR152C"
0.81,191,18,"YGR154C"
0.79,168,10,"YGR155W"
0.84,165,0,"YGR156W"
0.71,183,7,"YGR157W"
0.91,172,0,"YGR158C"
0.64,152,0,"YGR159C"
0.93,164,13,"YGR162W"
0.97,168,0,"YGR163W"
0.84,172,0,"YGR165W"
0.89,163,-6,"YGR166W"
0.79,163,11,"YGR167W"
0.77,175,-10,"YGR169C"
0.85,166,2,"YGR170W"
0.82,162,1,"YGR171C"
0.88,164,-3,"YGR172C"
0.92,165,0,"YGR173W"
0.74,157,0,"YGR174C"
0.73,186,17,"YGR175C"
0.76,179,17,"YGR177C"
0.92,164,0,"YGR178C"
0.91,169,2,"YGR179C"
0.75,164,-9,"YGR180C"
0.74,183,8,"YGR181W"
0.82,169,-8,"YGR183C"
0.92,171,27,"YGR184C"
0.87,158,0,"YGR185C"
0.95,164,0,"YGR186W"
0.8,165,-1,"YGR187C"
0.94,168,1,"YGR188C"
0.67,130,0,"YGR189C"
0.88,169,11,"YGR191W"
0.51,220,-64,"YGR192C"
0.89,170,-8,"YGR193C"
0.94,165,-5,"YGR194C"
0.84,169,0,"YGR195W"
0.89,165,2,"YGR196C"
0.93,174,0,"YGR197C"
0.86,162,7,"YGR198W"
0.92,172,-14,"YGR199W"
0.94,169,2,"YGR200C"
0.77,180,12,"YGR202C"
0.4,201,0,"YGR203W"
0.74,170,0,"YGR204W"
0.92,162,-8,"YGR205W"
0.84,160,-1,"YGR206W"
0.86,164,-6,"YGR207C"
0.9,168,-2,"YGR208W"
0.83,176,7,"YGR209C"
0.82,167,18,"YGR211W"
0.84,170,-11,"YGR212W"
0.9,168,4,"YGR213C"
0.78,164,-20,"YGR214W"
0.92,172,3,"YGR215W"
0.93,164,-1,"YGR216C"
0.92,163,-10,"YGR217W"
0.8,165,7,"YGR218W"
0.91,170,-14,"YGR220C"
0.74,162,0,"YGR221C"
0.83,169,1,"YGR222W"
0.86,166,-1,"YGR223C"
0.8,166,3,"YGR224W"
0.85,172,0,"YGR225W"
0.94,161,0,"YGR227W"
0.6,140,0,"YGR229C"
0.87,167,0,"YGR230W"
0.9,160,0,"YGR231C"
0.93,170,3,"YGR232W"
0.95,178,9,"YGR233C"
0.64,187,-43,"YGR234W"
0.8,168,-4,"YGR236C"
0.88,172,-5,"YGR238C"
0.85,174,2,"YGR239C"
0.57,171,-52,"YGR240C"
0.87,161,-8,"YGR241C"
0.81,168,-10,"YGR244C"
0.94,164,0,"YGR245C"
0.92,165,-6,"YGR246C"
0.91,165,0,"YGR247W"
0.89,180,0,"YGR248W"
0.72,167,-17,"YGR249W"
0.69,172,19,"YGR250C"
0.83,182,-7,"YGR251W"
0.94,169,16,"YGR252W"
0.88,158,-18,"YGR253C"
0.61,130,15,"YGR254W"
0.91,171,-26,"YGR255C"
0.94,176,0,"YGR256W"
0.91,168,1,"YGR257C"
0.88,169,4,"YGR258C"
0.91,166,-14,"YGR260W"
0.93,164,5,"YGR261C"
0.86,149,5,"YGR262C"
0.86,172,-26,"YGR263C"
0.77,162,0,"YGR264C"
0.94,170,2,"YGR266W"
0.95,166,4,"YGR267C"
0.68,156,-9,"YGR268C"
0.93,164,5,"YGR270W"
0.9,165,1,"YGR271W"
0.96,177,1,"YGR271C-A"
0.86,163,1,"YGR274C"
0.9,167,3,"YGR275W"
0.89,169,-2,"YGR276C"
0.95,168,4,"YGR277C"
0.92,164,6,"YGR278W"
0.77,166,8,"YGR279C"
0.74,163,6,"YGR280C"
0.77,178,21,"YGR281W"
0.74,162,-48,"YGR282C"
0.73,158,0,"YGR283C"
0.92,162,5,"YGR284C"
0.88,162,0,"YGR285C"
0.94,167,1,"YGR286C"
0.88,172,0,"YGR287C"
0.92,165,-12,"YGR288W"
0.86,167,0,"YGR289C"
0.8,169,-3,"YGR292W"
0.83,156,-15,"YGR295C"
0,NA,NA,"YGR296W"
0.64,157,-1,"YHL048W"
0.75,186,-35,"YHL046C"
0.45,153,-70,"YHL043W"
0.78,162,5,"YHL040C"
0.82,162,11,"YHL039W"
0.92,167,-6,"YHL038C"
0.79,167,3,"YHL036W"
0.67,170,-29,"YHL035C"
0.87,161,-7,"YHL034C"
0.31,143,-12,"YHL033C"
0.91,168,0,"YHL032C"
0.88,166,0,"YHL031C"
0.94,165,0,"YHL030W"
0.91,171,16,"YHL028W"
0.92,171,0,"YHL027W"
0.64,153,12,"YHL025W"
0.93,176,0,"YHL024W"
0.88,163,0,"YHL023C"
0.89,176,-35,"YHL022C"
0.9,170,21,"YHL021C"
0.91,162,3,"YHL020C"
0.91,171,-9,"YHL019C"
0.89,164,-8,"YHL016C"
0.76,193,-29,"YHL015W"
0.91,169,9,"YHL014C"
0.88,164,14,"YHL013C"
0.88,163,-9,"YHL011C"
0.92,172,9,"YHL010C"
0.95,168,2,"YHL009C"
0.94,166,22,"YHL007C"
0.41,201,0,"YHL006C"
0.94,168,8,"YHL004W"
0.87,157,-3,"YHL003C"
0.89,154,15,"YHL002W"
0.79,181,-4,"YHL001W"
0.95,164,4,"YHR001W"
0.72,162,-34,"YHR001W-A"
0.92,170,0,"YHR002W"
0.82,165,-2,"YHR003C"
0.86,174,0,"YHR004C"
0.91,172,26,"YHR005C"
0.62,167,-6,"YHR005C-A"
0.92,166,2,"YHR006W"
0.72,170,27,"YHR007C"
0.7,175,-39,"YHR008C"
0.83,149,-11,"YHR010W"
0.92,173,-6,"YHR011W"
0.94,169,6,"YHR012W"
0.87,170,-12,"YHR013C"
0.87,170,-11,"YHR014W"
0.91,175,18,"YHR015W"
0.94,163,-2,"YHR016C"
0.94,167,-1,"YHR017W"
0.79,163,-11,"YHR018C"
0.95,166,0,"YHR019C"
0.75,179,0,"YHR020W"
0.76,157,-7,"YHR021C"
0.95,167,1,"YHR023W"
0.89,166,-7,"YHR024C"
0.92,172,-5,"YHR025W"
0.73,165,-3,"YHR026W"
0.91,165,5,"YHR027C"
0.9,169,0,"YHR028C"
0.94,168,-16,"YHR029C"
0.9,167,-10,"YHR030C"
0.87,177,3,"YHR031C"
0.92,167,-6,"YHR032W"
0.87,169,1,"YHR034C"
0.9,169,6,"YHR036W"
0.88,167,2,"YHR037W"
0.68,173,-4,"YHR038W"
0.9,167,19,"YHR039C"
0.66,187,-6,"YHR039C-A"
0.86,172,-2,"YHR040W"
0.85,165,12,"YHR042W"
0.87,166,7,"YHR043C"
0.71,167,-28,"YHR044C"
0.95,176,0,"YHR046C"
0.94,163,0,"YHR047C"
0.81,161,1,"YHR049W"
0.87,170,-5,"YHR050W"
0.7,156,9,"YHR051W"
0.84,160,8,"YHR052W"
0.93,164,3,"YHR056C"
0.91,175,0,"YHR057C"
0.9,163,0,"YHR058C"
0.79,169,-11,"YHR059W"
0.68,169,-11,"YHR060W"
0.95,172,4,"YHR061C"
0.86,166,1,"YHR062C"
0.92,164,-3,"YHR063C"
0.85,166,0,"YHR064C"
0.92,167,0,"YHR065C"
0.94,163,0,"YHR066W"
0.86,164,0,"YHR067W"
0.9,167,14,"YHR068W"
0.89,169,3,"YHR069C"
0.85,165,8,"YHR070W"
0.71,206,-35,"YHR071W"
0.88,175,-21,"YHR072W"
0.69,161,-20,"YHR072W-A"
0.93,164,8,"YHR073W"
0.95,163,-4,"YHR074W"
0.85,170,0,"YHR075C"
0.87,168,2,"YHR076W"
0.92,164,0,"YHR077C"
0.9,174,2,"YHR079C"
0.73,157,0,"YHR079C-A"
0.95,164,11,"YHR080C"
0.95,174,3,"YHR081W"
0.88,162,1,"YHR082C"
0.85,174,-1,"YHR083W"
0.87,164,10,"YHR084W"
0.71,148,16,"YHR085W"
0.94,168,12,"YHR086W"
0.83,170,13,"YHR087W"
0.94,164,0,"YHR088W"
0.83,160,2,"YHR089C"
0.86,163,12,"YHR090C"
0.75,170,26,"YHR091C"
0.88,171,-35,"YHR094C"
0.53,154,-48,"YHR096C"
0.77,167,2,"YHR098C"
0.88,163,7,"YHR099W"
0.93,171,0,"YHR100C"
0.86,172,-4,"YHR101C"
0.92,164,2,"YHR102W"
0.86,164,9,"YHR103W"
0.91,167,11,"YHR104W"
0.75,166,-6,"YHR105W"
0.79,170,-25,"YHR106W"
0.91,165,0,"YHR107C"
0.91,165,3,"YHR108W"
0.85,165,-14,"YHR109W"
0.73,182,-13,"YHR110W"
0.9,169,-1,"YHR111W"
0.7,163,0,"YHR113W"
0.89,162,0,"YHR114W"
0.87,172,0,"YHR115C"
0.68,145,-2,"YHR116W"
0.9,165,0,"YHR117W"
0.93,166,0,"YHR118C"
0.92,169,4,"YHR119W"
0.75,166,43,"YHR120W"
0.66,152,2,"YHR121W"
0.82,164,0,"YHR122W"
0.93,166,5,"YHR123W"
0.88,171,11,"YHR124W"
0.89,164,0,"YHR127W"
0.8,162,18,"YHR128W"
0.88,162,5,"YHR129C"
0.87,164,-6,"YHR132C"
0.9,171,-4,"YHR132W-A"
0.9,162,3,"YHR133C"
0.94,169,-1,"YHR134W"
0.77,164,-6,"YHR135C"
0.68,161,-9,"YHR136C"
0.89,166,0,"YHR137W"
0.81,160,-5,"YHR139C"
0.67,156,-20,"YHR141C"
0.77,181,-7,"YHR142W"
0.93,172,7,"YHR143W"
0.83,160,0,"YHR143W-A"
0.94,167,-2,"YHR144C"
0.88,162,-4,"YHR146W"
0.66,157,6,"YHR147C"
0.81,168,16,"YHR148W"
0.9,173,12,"YHR149C"
0.83,177,0,"YHR150W"
0.82,175,10,"YHR151C"
0.77,197,0,"YHR152W"
0.81,181,7,"YHR153C"
0.89,171,4,"YHR154W"
0.93,165,0,"YHR155W"
0.82,169,-6,"YHR156C"
0.83,177,13,"YHR157W"
0.91,165,2,"YHR158C"
0.88,172,-9,"YHR160C"
0.85,170,4,"YHR161C"
0.94,172,9,"YHR163W"
0.91,168,13,"YHR164C"
0.87,162,6,"YHR165C"
0.9,159,-1,"YHR166C"
0.91,165,5,"YHR167W"
0.87,168,5,"YHR168W"
0.92,165,2,"YHR169W"
0.93,165,0,"YHR170W"
0.91,167,10,"YHR171W"
0.91,167,10,"YHR172W"
0.46,130,5,"YHR174W"
0.86,155,0,"YHR175W"
0.85,167,-6,"YHR176W"
0.78,175,8,"YHR178W"
0.71,167,12,"YHR179W"
0.74,161,3,"YHR181W"
0.65,148,0,"YHR183W"
0.86,160,5,"YHR184W"
0.77,167,39,"YHR185C"
0.93,164,5,"YHR186C"
0.86,170,0,"YHR187W"
0.9,162,0,"YHR188C"
0.65,187,-7,"YHR189W"
0.7,170,-24,"YHR190W"
0.85,173,6,"YHR191C"
0.75,173,-3,"YHR193C"
0.9,170,0,"YHR194W"
0.92,167,3,"YHR195W"
0.9,162,10,"YHR196W"
0.91,168,9,"YHR197W"
0.9,171,-12,"YHR198C"
0.9,161,19,"YHR199C"
0.73,184,0,"YHR199C-A"
0.86,164,-9,"YHR200W"
0.95,165,-8,"YHR201C"
0.55,171,-57,"YHR203C"
0.87,171,22,"YHR204W"
0.9,169,0,"YHR205W"
0.94,171,3,"YHR206W"
0.91,169,0,"YHR207C"
0.84,167,14,"YHR208W"
0.85,164,8,"YHR211W"
0.29,175,-30,"YHR215W"
0.88,166,-2,"YHR216W"
0,NA,NA,"YIL173W"
0,NA,NA,"YIL172C"
0.79,180,0,"YIL164C"
0.9,169,7,"YIL162W"
0.8,173,-20,"YIL160C"
0.94,168,1,"YIL159W"
0.96,161,0,"YIL158W"
0.82,165,3,"YIL157C"
0.86,169,-15,"YIL156W"
0.78,165,-9,"YIL155C"
0.85,170,-11,"YIL154C"
0.79,162,-2,"YIL153W"
0.96,166,0,"YIL150C"
0.78,159,1,"YIL149C"
0.67,162,0,"YIL148W"
0.91,164,-2,"YIL147C"
0.89,168,8,"YIL146C"
0.83,156,-1,"YIL145C"
0.9,159,0,"YIL144W"
0.9,163,3,"YIL143C"
0.82,165,0,"YIL142W"
0.86,174,0,"YIL140W"
0.92,169,-9,"YIL139C"
0.71,155,23,"YIL138C"
0.89,166,1,"YIL137C"
0.55,174,25,"YIL136W"
0.91,167,-9,"YIL135C"
0.9,172,17,"YIL134W"
0.8,168,-6,"YIL133C"
0.57,172,-19,"YIL132C"
0.96,167,0,"YIL131C"
0.75,166,9,"YIL130W"
0.78,164,-2,"YIL129C"
0.87,166,-13,"YIL128W"
0.82,165,11,"YIL126W"
0.84,171,0,"YIL125W"
0.8,159,-3,"YIL124W"
0.54,187,0,"YIL123W"
0.81,177,15,"YIL122W"
0.88,172,-9,"YIL121W"
0.87,169,62,"YIL120W"
0.85,176,51,"YIL119C"
0.8,167,-5,"YIL118W"
0.78,162,0,"YIL117C"
0.91,169,16,"YIL116W"
0.77,160,-22,"YIL115C"
0.88,164,0,"YIL114C"
0.9,161,-15,"YIL113W"
0.96,168,0,"YIL112W"
0.78,204,46,"YIL111W"
0.92,169,-17,"YIL110W"
0.95,166,6,"YIL109C"
0.85,173,-14,"YIL107C"
0.87,176,5,"YIL106W"
0.9,162,-20,"YIL105C"
0.9,167,2,"YIL104C"
0.93,167,1,"YIL103W"
0.9,163,44,"YIL101C"
0.82,177,17,"YIL099W"
0.8,166,-10,"YIL098C"
0.9,167,6,"YIL097W"
0.92,170,3,"YIL095W"
0.88,171,19,"YIL094C"
0.89,160,0,"YIL093C"
0.92,162,8,"YIL091C"
0.94,171,0,"YIL090W"
0.86,159,-8,"YIL088C"
0.6,178,-47,"YIL087C"
0.93,165,-10,"YIL085C"
0.91,161,0,"YIL084C"
0.91,168,-6,"YIL083C"
0.76,167,-1,"YIL079C"
0.96,158,0,"YIL078W"
0.97,166,0,"YIL076W"
0.9,165,13,"YIL075C"
0.97,168,1,"YIL074C"
0.65,162,0,"YIL073C"
0.8,181,7,"YIL072W"
0.91,166,-2,"YIL071C"
0.83,171,-23,"YIL070C"
0.65,169,-38,"YIL069C"
0.89,163,0,"YIL068C"
0.94,164,-4,"YIL066C"
0.7,163,-25,"YIL065C"
0.89,171,6,"YIL064W"
0.87,170,-4,"YIL063C"
0.71,172,-10,"YIL062C"
0.89,161,2,"YIL061C"
0.88,155,4,"YIL057C"
0.64,151,4,"YIL056W"
0.31,176,70,"YIL053W"
0.68,163,-5,"YIL052C"
0.75,212,-46,"YIL051C"
0.67,166,-2,"YIL050W"
0.94,181,0,"YIL049W"
0.96,167,-2,"YIL048W"
0.77,166,47,"YIL047C"
0.85,197,4,"YIL046W"
0.78,166,16,"YIL045W"
0.88,168,-4,"YIL044C"
0.9,162,-10,"YIL043C"
0.9,161,0,"YIL042C"
0.91,164,12,"YIL041W"
0.81,168,6,"YIL040W"
0.87,161,0,"YIL038C"
0.95,173,1,"YIL037C"
0.97,166,0,"YIL036W"
0.94,165,3,"YIL035C"
0.79,153,21,"YIL034C"
0.91,165,0,"YIL033C"
0.86,165,-6,"YIL031W"
0.79,168,0,"YIL030C"
0.96,166,0,"YIL027C"
0.92,166,2,"YIL026C"
0.89,158,10,"YIL023C"
0.92,165,0,"YIL022W"
0.88,166,1,"YIL021W"
0.89,172,0,"YIL020C"
0.88,155,10,"YIL019W"
0.89,162,24,"YIL018W"
0.92,166,-11,"YIL017C"
0.52,152,7,"YIL016W"
0.83,168,15,"YIL015W"
0.89,164,-1,"YIL014W"
0.89,175,0,"YIL013C"
0.87,163,-4,"YIL011W"
0.89,165,-7,"YIL010W"
0.9,167,12,"YIL009C-A"
0.88,167,2,"YIL009W"
0.88,161,-1,"YIL008W"
0.66,160,26,"YIL007C"
0.8,166,3,"YIL006W"
0.94,171,-8,"YIL005W"
0.77,161,-6,"YIL004C"
0.85,191,-6,"YIL003W"
0.92,168,0,"YIL002C"
0.9,166,-1,"YIR001C"
0.88,164,5,"YIR002C"
0.93,167,-5,"YIR003W"
0.86,165,10,"YIR004W"
0.89,181,-7,"YIR005W"
0.89,163,-4,"YIR006C"
0.92,166,1,"YIR008C"
0.64,159,7,"YIR009W"
0.95,163,0,"YIR010W"
0.92,163,2,"YIR011C"
0.91,164,1,"YIR012W"
0.84,168,-2,"YIR013C"
0.32,175,-60,"YIR015W"
0.54,220,10,"YIR017C"
0.75,171,8,"YIR018W"
0.94,171,8,"YIR021W"
0.83,156,6,"YIR022W"
0.88,168,1,"YIR023W"
0.83,179,-19,"YIR024C"
0.88,169,-4,"YIR025W"
0.86,174,0,"YIR026C"
0.95,169,-7,"YIR027C"
0.91,171,-3,"YIR028W"
0.66,167,18,"YIR029W"
0.75,168,-19,"YIR030C"
0.91,164,-10,"YIR031C"
0.67,205,-11,"YIR032C"
0.94,166,4,"YIR033W"
0.97,173,5,"YIR034C"
0.87,171,0,"YIR037W"
0.81,169,10,"YIR038C"
0.78,177,-16,"YIR039C"
0.63,170,-5,"YIR041W"
0,NA,NA,"YJL223C"
0,NA,NA,"YJL222W"
0.33,211,32,"YJL221C"
0.41,174,66,"YJL219W"
0.88,175,16,"YJL217W"
0.9,165,0,"YJL216C"
0.9,172,0,"YJL214W"
0.67,218,-1,"YJL213W"
0.81,167,16,"YJL212C"
0.86,170,37,"YJL210W"
0.95,165,0,"YJL209W"
0.96,168,1,"YJL208C"
0.91,161,-5,"YJL207C"
0.86,179,-5,"YJL205C"
0.86,159,0,"YJL204C"
0.77,159,-1,"YJL203W"
0.92,166,2,"YJL201W"
0.92,168,-1,"YJL200C"
0.96,166,0,"YJL198W"
0.96,169,6,"YJL197W"
0.88,158,8,"YJL196C"
0.89,168,0,"YJL194W"
0.95,170,0,"YJL192C"
0.66,157,16,"YJL191W"
0.75,142,0,"YJL190C"
0.75,156,-1,"YJL189W"
0.85,168,0,"YJL187C"
0.95,165,0,"YJL186W"
0.53,148,20,"YJL184W"
0.96,163,0,"YJL183W"
0.87,167,1,"YJL180C"
0.81,163,7,"YJL179W"
0.87,163,1,"YJL178C"
0.56,165,2,"YJL177W"
0.9,163,-3,"YJL176C"
0.86,170,-2,"YJL174W"
0.84,166,-4,"YJL173C"
0.89,169,2,"YJL172W"
0.92,164,14,"YJL171C"
0.7,165,7,"YJL170C"
0.91,167,11,"YJL168C"
0.85,166,-1,"YJL167W"
0.79,175,-11,"YJL166W"
0.88,167,19,"YJL165C"
0.83,163,0,"YJL164C"
0.9,175,9,"YJL162C"
0.55,177,-13,"YJL159W"
0.71,182,16,"YJL158C"
0.93,181,11,"YJL157C"
0.96,163,0,"YJL156C"
0.87,164,8,"YJL155C"
0.92,163,7,"YJL154C"
0.94,168,11,"YJL153C"
0.53,171,-35,"YJL151C"
0.92,165,0,"YJL149W"
0.91,165,5,"YJL148W"
0.9,170,13,"YJL146W"
0.74,168,1,"YJL145W"
0.87,165,1,"YJL143W"
0.88,165,-26,"YJL141C"
0.91,168,8,"YJL140W"
0.55,164,-22,"YJL139C"
0.35,167,-14,"YJL138C"
0.88,165,5,"YJL137C"
0.59,180,-5,"YJL136C"
0.89,165,-7,"YJL134W"
0.83,170,22,"YJL133W"
0.91,163,0,"YJL131C"
0.71,169,15,"YJL130C"
0.9,164,-7,"YJL129C"
0.94,165,11,"YJL128C"
0.9,167,-13,"YJL127C"
0.93,165,11,"YJL126W"
0.9,165,2,"YJL125C"
0.93,165,0,"YJL124C"
0.91,172,1,"YJL123C"
0.82,167,9,"YJL122W"
0.77,166,-6,"YJL121C"
0.65,181,-7,"YJL118W"
0.92,166,2,"YJL117W"
0.9,173,5,"YJL116C"
0.79,162,21,"YJL115W"
0.86,163,10,"YJL112W"
0.96,163,0,"YJL111W"
0.87,160,0,"YJL110C"
0.92,160,-5,"YJL109C"
0.88,167,19,"YJL106W"
0.69,168,-7,"YJL104W"
0.87,165,0,"YJL102W"
0.87,156,-4,"YJL101C"
0.81,164,0,"YJL100W"
0.9,163,-2,"YJL099W"
0.92,165,19,"YJL098W"
0.75,163,-12,"YJL097W"
0.61,184,-21,"YJL096W"
0.9,168,-9,"YJL095W"
0.86,160,-2,"YJL094C"
0.84,167,-21,"YJL093C"
0.85,168,1,"YJL092W"
0.81,162,13,"YJL091C"
0.85,166,-1,"YJL090C"
0.75,182,28,"YJL089W"
0.72,167,5,"YJL088W"
0.89,166,-6,"YJL087C"
0.84,165,-4,"YJL085W"
0.97,171,5,"YJL084C"
0.88,171,0,"YJL083W"
0.74,184,29,"YJL082W"
0.79,163,-27,"YJL081C"
0.88,169,2,"YJL080C"
0.81,181,0,"YJL079C"
0.91,166,7,"YJL076W"
0.94,166,0,"YJL074C"
0.93,167,17,"YJL073W"
0.87,172,-2,"YJL072C"
0.96,172,-3,"YJL071W"
0.92,167,0,"YJL069C"
0.91,159,-4,"YJL068C"
0.86,167,13,"YJL066C"
0.65,172,-15,"YJL065C"
0.86,167,-5,"YJL063C"
0.81,182,-3,"YJL062W-A"
0.93,167,11,"YJL062W"
0.94,159,0,"YJL061W"
0.93,168,0,"YJL060W"
0.87,173,0,"YJL059W"
0.9,168,-4,"YJL058C"
0.83,170,2,"YJL057C"
0.89,179,5,"YJL056C"
0.86,161,3,"YJL054W"
0.88,158,-4,"YJL053W"
0.73,130,6,"YJL052W"
0.92,167,9,"YJL051W"
0.93,167,10,"YJL050W"
0.82,172,0,"YJL048C"
0.86,168,4,"YJL047C"
0.89,164,-22,"YJL046W"
0.95,171,3,"YJL045W"
0.87,161,0,"YJL044C"
0.92,169,-27,"YJL042W"
0.83,168,0,"YJL041W"
0.94,164,0,"YJL039C"
0.93,161,0,"YJL038C"
0.71,171,-10,"YJL037W"
0.9,165,10,"YJL036W"
0.9,178,0,"YJL035C"
0.77,154,10,"YJL034W"
0.89,166,6,"YJL033W"
0.92,173,-7,"YJL031C"
0.81,174,-9,"YJL030W"
0.94,165,5,"YJL029C"
0.42,140,15,"YJL028W"
0.77,170,-20,"YJL026W"
0.92,167,6,"YJL025W"
0.89,171,15,"YJL024C"
0.85,170,0,"YJL023C"
0.87,165,-5,"YJL020C"
0.8,170,-3,"YJL019W"
0.91,168,0,"YJL014W"
0.94,164,0,"YJL013C"
0.92,163,3,"YJL012C"
0.72,191,-17,"YJL011C"
0.94,170,-2,"YJL010C"
0.93,165,0,"YJL008C"
0.91,159,9,"YJL006C"
0.92,167,-15,"YJL005W"
0.89,170,5,"YJL004C"
0.67,178,-12,"YJL003W"
0.91,168,2,"YJL002C"
0.93,164,0,"YJL001W"
0.84,167,0,"YJR001W"
0.91,165,1,"YJR002W"
0.92,169,-3,"YJR004C"
0.86,163,-6,"YJR005W"
0.87,168,-2,"YJR006W"
0.79,166,-5,"YJR007W"
0.61,136,0,"YJR009C"
0.79,170,31,"YJR010W"
0.89,177,-8,"YJR010C-A"
0.82,167,16,"YJR013W"
0.83,164,-7,"YJR014W"
0.92,171,19,"YJR016C"
0.66,153,0,"YJR017C"
0.84,165,3,"YJR019C"
0.91,169,2,"YJR021C"
0.79,159,0,"YJR022W"
0.79,161,7,"YJR024C"
0.68,165,-19,"YJR025C"
0.94,167,2,"YJR031C"
0.9,169,12,"YJR032W"
0.82,161,-16,"YJR033C"
0.77,167,-30,"YJR034W"
0.84,170,-11,"YJR035W"
0.9,165,-4,"YJR036C"
0.93,166,-8,"YJR040W"
0.91,167,4,"YJR041C"
0.92,164,5,"YJR042W"
0.97,167,0,"YJR043C"
0.92,172,-11,"YJR044C"
0.7,159,11,"YJR045C"
0.97,169,0,"YJR046W"
0.93,177,12,"YJR047C"
0.6,133,0,"YJR048W"
0.9,166,2,"YJR049C"
0.97,181,4,"YJR050W"
0.92,173,3,"YJR051W"
0.89,168,13,"YJR052W"
0.94,165,-14,"YJR053W"
0.88,167,-1,"YJR055W"
0.77,165,6,"YJR057W"
0.77,149,23,"YJR058C"
0.94,162,-9,"YJR059W"
0.9,163,0,"YJR060W"
0.92,168,7,"YJR062C"
0.63,142,4,"YJR063W"
0.96,162,3,"YJR064W"
0.91,162,0,"YJR065C"
0.93,166,3,"YJR066W"
0.93,176,-2,"YJR067C"
0.9,168,-1,"YJR068W"
0.9,182,-10,"YJR069C"
0.94,168,11,"YJR070C"
0.95,167,-4,"YJR072C"
0.41,198,56,"YJR073C"
0.95,169,0,"YJR075W"
0.91,166,-5,"YJR076C"
0.83,163,-3,"YJR077C"
0.88,165,16,"YJR078W"
0.86,167,-6,"YJR080C"
0.72,175,-1,"YJR082C"
0.81,165,4,"YJR083C"
0.94,165,-3,"YJR084W"
0.85,159,0,"YJR086W"
0.88,164,0,"YJR088C"
0.91,172,3,"YJR089W"
0.94,165,2,"YJR090C"
0.88,166,-44,"YJR091C"
0.92,167,0,"YJR092W"
0.86,169,-3,"YJR093C"
0.94,172,-4,"YJR095W"
0.71,159,0,"YJR096W"
0.7,203,-20,"YJR097W"
0.9,171,-3,"YJR099W"
0.8,172,-11,"YJR100C"
0.89,171,2,"YJR101W"
0.73,175,-13,"YJR102C"
0.95,173,0,"YJR103W"
0.75,160,-27,"YJR104C"
