"ArrayRegularity","NRL","Shift","ORF"
0.84,184,1,"YIL156W-B"
0.81,185,-13,"YIL152W"
0.81,165,-4,"YIL151C"
0.62,152,-4,"YIL134C-A"
0.94,171,7,"YIL127C"
0.94,177,2,"YIL108W"
0.84,167,-9,"YIL102C-A"
0.87,162,9,"YIL102C"
0.93,173,-7,"YIL096C"
0.85,166,-4,"YIL092W"
0.8,165,10,"YIL089W"
0.85,168,16,"YIL077C"
0.83,166,7,"YIL067C"
0.42,172,18,"YIL060W"
0.9,167,-23,"YIL055C"
0.76,203,0,"YIL046W-A"
0.81,173,-6,"YIL039W"
0.87,170,-3,"YIL029C"
0.85,165,-14,"YIL024C"
0.87,177,20,"YIL014C-A"
0.91,181,0,"YIL002W-A"
0.84,170,6,"YIL001W"
0.9,166,-20,"YIR007W"
0.67,206,-10,"YIR014W"
0.79,167,-33,"YIR016W"
0.42,182,26,"YIR021W-A"
0.71,153,5,"YIR035C"
0.86,177,-14,"YIR036C"
0.7,168,0,"YIR042C"
0,NA,NA,"YJL225C"
0.76,197,0,"YJL218W"
0.73,166,-14,"YJL206C"
0.88,162,7,"YJL193W"
0.82,171,3,"YJL185C"
0.93,170,1,"YJL181W"
0.81,161,-6,"YJL163C"
0.83,171,0,"YJL160C"
0.49,155,-6,"YJL144W"
0.45,220,-31,"YJL133C-A"
0.79,173,-19,"YJL132W"
0.65,169,-5,"YJL127C-B"
0.87,171,-36,"YJL107C"
0.97,172,13,"YJL103C"
0.88,166,-6,"YJL070C"
0.93,166,10,"YJL055W"
0.94,164,-3,"YJL049W"
0.4,165,-2,"YJL047C-A"
0.84,206,-5,"YJL043W"
0.17,202,16,"YJL027C"
0.76,152,1,"YJL016W"
0.88,165,12,"YJR003C"
0.9,181,8,"YJR005C-A"
0.85,171,0,"YJR008W"
0.85,161,0,"YJR011C"
0.83,184,-21,"YJR012C"
0.9,170,11,"YJR015W"
0.93,170,33,"YJR030C"
0.63,166,12,"YJR039W"
0.85,161,0,"YJR054W"
0.82,177,2,"YJR056C"
0.94,171,0,"YJR061W"
0.59,177,22,"YJR079W"
0.87,175,4,"YJR085C"
0.95,162,-1,"YJR098C"
0.88,161,-2,"YJR107W"
0.95,172,0,"YJR111C"
0.83,168,-22,"YJR112W-A"
0.66,166,-15,"YJR115W"
0.85,176,6,"YJR116W"
0.97,168,12,"YJR124C"
0.66,180,-4,"YJR129C"
0.74,166,9,"YJR141W"
0.93,170,7,"YJR142W"
0.79,172,-9,"YJR149W"
0.47,159,3,"YJR151W-A"
0.94,170,4,"YJR154W"
0.93,169,-14,"YKL187C"
0.43,158,-20,"YKL183C-A"
0.93,175,0,"YKL162C"
0.65,155,-30,"YKL151C"
0.93,168,-3,"YKL133C"
0.76,167,-7,"YKL121W"
0.68,170,5,"YKL106C-A"
0.85,160,-11,"YKL105C"
0.92,164,0,"YKL100C"
0.95,164,6,"YKL077W"
0.88,164,6,"YKL075C"
0.7,162,-29,"YKL071W"
0.87,169,27,"YKL068W-A"
0.7,188,-14,"YKL065W-A"
0.69,163,-5,"YKL063C"
0.73,168,-6,"YKL061W"
0.94,167,3,"YKL047W"
0.79,157,1,"YKL033W-A"
0.88,165,1,"YKL023C-A"
0.91,172,0,"YKL023W"
0.84,164,0,"YKL018C-A"
0.59,154,40,"YKR005C"
0.76,159,-3,"YKR011C"
0.9,178,15,"YKR015C"
0.93,170,7,"YKR017C"
0.88,169,-8,"YKR018C"
0.95,167,0,"YKR023W"
0.45,130,-33,"YKR041W"
0.88,164,-5,"YKR045C"
0.9,164,-8,"YKR051W"
0.86,163,15,"YKR070W"
0.68,144,0,"YKR075C"
0.53,171,-22,"YKR105C"
0.48,166,10,"YKR106W"
0,NA,NA,"YLL067C"
0,NA,NA,"YLL066C"
0.66,170,1,"YLL058W"
0.78,165,5,"YLL056C"
0.92,168,-1,"YLL054C"
0.8,161,-34,"YLL053C"
0.96,168,-3,"YLL007C"
0.92,167,0,"YLR001C"
0.88,174,11,"YLR003C"
0.91,168,-3,"YLR012C"
0.77,182,6,"YLR030W"
0.94,168,-18,"YLR036C"
0.72,153,8,"YLR040C"
0.91,171,-9,"YLR042C"
0.86,157,11,"YLR046C"
0.67,160,15,"YLR049C"
0.52,170,-15,"YLR050C"
0.71,177,1,"YLR053C"
0.9,166,0,"YLR057W"
0.81,162,-3,"YLR063W"
0.74,160,-3,"YLR065C"
0.93,167,1,"YLR072W"
0.62,181,-14,"YLR089C"
0.35,208,44,"YLR099W-A"
0.83,172,-4,"YLR104W"
0.89,173,-28,"YLR108C"
0.49,159,-16,"YLR125W"
0.9,173,8,"YLR126C"
0.78,164,0,"YLR132C"
0.84,165,0,"YLR137W"
0.88,165,-2,"YLR143W"
0.81,178,-2,"YLR146W-A"
0.89,171,-18,"YLR149C"
0.83,173,-25,"YLR152C"
0.89,171,7,"YLR173W"
0.79,165,-40,"YLR177W"
0.85,167,-4,"YLR187W"
0.63,192,0,"YLR194C"
0.89,172,1,"YLR211C"
0.89,168,-30,"YLR224W"
0.92,173,0,"YLR225C"
0.88,166,-3,"YLR241W"
0.92,165,0,"YLR243W"
0.87,163,-1,"YLR253W"
0.76,173,9,"YLR257W"
0.67,189,-8,"YLR264C-A"
0.6,159,34,"YLR267W"
0.85,172,10,"YLR271W"
0.62,140,70,"YLR278C"
0.83,161,0,"YLR283W"
0.74,165,16,"YLR285C-A"
0.95,170,7,"YLR287C"
0.84,166,0,"YLR290C"
0.77,165,8,"YLR297W"
0.73,153,0,"YLR301W"
0.9,173,-43,"YLR307C-A"
0.91,173,-37,"YLR312C"
0.89,168,6,"YLR326W"
0.94,168,17,"YLR345W"
0.85,177,-1,"YLR346C"
0.86,172,7,"YLR352W"
0.77,178,10,"YLR361C-A"
0.78,174,-2,"YLR363W-A"
0.39,193,0,"YLR406C-A"
0.68,177,18,"YLR407W"
0.73,173,0,"YLR408C"
0.45,206,-40,"YLR412C-A"
0.81,184,11,"YLR413W"
0.63,181,9,"YLR414C"
0.58,173,-28,"YLR415C"
0.96,166,1,"YLR419W"
0.9,169,1,"YLR422W"
0.95,171,1,"YLR426W"
0.91,170,13,"YLR445W"
0.95,172,7,"YLR446W"
0.93,165,6,"YLR454W"
0.79,161,0,"YLR455W"
0.9,177,14,"YLR456W"
0.92,170,10,"YLR460C"
0.56,170,0,"YLR462W"
0,NA,NA,"YML133C"
0.9,167,-3,"YML131W"
0.74,169,-18,"YML119W"
0.84,174,6,"YML108W"
0.94,171,6,"YML096W"
0.88,167,5,"YML083C"
0.95,170,17,"YML082W"
0.92,166,3,"YML081W"
0.75,185,-21,"YML079W"
0.72,186,0,"YML053C"
0.86,158,5,"YML037C"
0.94,164,2,"YML020W"
0.82,170,14,"YML018C"
0.84,167,12,"YML003W"
0.18,186,-70,"YML002W"
0.84,195,0,"YMR001C-A"
0.81,162,11,"YMR010W"
0.85,179,44,"YMR018W"
0.97,166,1,"YMR027W"
0.84,168,29,"YMR031C"
0.92,182,-2,"YMR034C"
0.91,168,-4,"YMR084W"
0.9,180,11,"YMR102C"
0.68,164,0,"YMR105W-A"
0.84,175,8,"YMR111C"
0.64,165,-26,"YMR118C"
0.43,179,0,"YMR122W-A"
0.77,185,18,"YMR124W"
0.95,165,-3,"YMR126C"
0.9,169,7,"YMR130W"
0.67,161,-20,"YMR132C"
0.85,165,-16,"YMR134W"
0.94,168,1,"YMR144W"
0.9,170,5,"YMR147W"
0.87,164,1,"YMR155W"
0.84,162,2,"YMR160W"
0.92,167,-3,"YMR166C"
0.83,176,34,"YMR175W-A"
0.93,162,2,"YMR178W"
0.86,155,6,"YMR181C"
0.53,150,-17,"YMR182W-A"
0.97,166,5,"YMR185W"
0.75,168,42,"YMR187C"
0.87,171,18,"YMR206W"
0.88,158,0,"YMR209C"
0.92,163,3,"YMR221C"
0.83,159,-1,"YMR244W"
0.63,200,-8,"YMR244C-A"
0.8,187,-11,"YMR252C"
0.73,163,-10,"YMR253C"
0.88,165,17,"YMR258C"
0.93,164,0,"YMR259C"
0.68,187,20,"YMR262W"
0.87,172,17,"YMR265C"
0.68,179,12,"YMR272W-B"
0.86,169,36,"YMR279C"
0.71,139,0,"YMR291W"
0.77,154,5,"YMR310C"
0.37,163,23,"YMR315W-A"
0.77,188,3,"YMR317W"
0,NA,NA,"YMR322C"
0.29,165,31,"YNL335W"
0.89,165,0,"YNL320W"
0.86,165,0,"YNL313C"
0.83,160,0,"YNL305C"
0.71,189,-8,"YNL300W"
0.92,169,-10,"YNL295W"
0.85,172,-38,"YNL260C"
0.79,168,5,"YNL234W"
0.87,168,-5,"YNL217W"
0.9,169,11,"YNL211C"
0.93,158,-6,"YNL200C"
0.58,164,24,"YNL196C"
0.91,169,6,"YNL193W"
0.64,157,0,"YNL190W"
0.87,162,-10,"YNL187W"
0.91,168,2,"YNL181W"
0.9,168,18,"YNL176C"
0.73,155,6,"YNL168C"
0.87,172,0,"YNL165W"
0.65,163,-15,"YNL162W-A"
0.87,157,-2,"YNL155W"
0.54,160,0,"YNL146W"
0.78,180,20,"YNL144C"
0.88,180,0,"YNL134C"
0.48,157,-64,"YNL130C-A"
0.79,180,0,"YNL122C"
0.86,167,-29,"YNL115C"
0.87,163,-3,"YNL108C"
0.86,180,-1,"YNL095C"
0.96,173,0,"YNL092W"
0.54,149,12,"YNL086W"
0.86,163,-21,"YNL058C"
0.88,170,-2,"YNL050C"
0.67,212,34,"YNL046W"
0.85,166,9,"YNL040W"
0.89,181,17,"YNL035C"
0.59,171,2,"YNL034W"
0.26,209,-27,"YNL033W"
0.82,182,17,"YNL024C"
0.92,170,0,"YNL022C"
0.11,170,-32,"YNL019C"
0.53,165,0,"YNL018C"
0.91,173,-13,"YNL011C"
0.79,183,-15,"YNL010W"
0.84,190,-4,"YNR004W"
0.84,190,-12,"YNR014W"
0.94,165,0,"YNR021W"
0.89,170,15,"YNR029C"
0.74,192,13,"YNR034W-A"
0.87,169,-3,"YNR040W"
0.96,172,1,"YNR061C"
0.87,167,-23,"YNR063W"
0.82,181,-19,"YNR066C"
0.82,167,5,"YNR075C-A"
0.62,168,-8,"YOL164W-A"
0.79,171,-25,"YOL163W"
0.8,186,-16,"YOL159C-A"
0.56,130,-5,"YOL155W-A"
0.81,171,14,"YOL131W"
0.64,132,9,"YOL114C"
0.93,169,-6,"YOL107W"
0.87,166,-7,"YOL098C"
0.87,180,-7,"YOL097W-A"
0.87,171,4,"YOL092W"
0.79,165,0,"YOL087C"
0.49,211,-24,"YOL086W-A"
0.81,164,4,"YOL075C"
0.8,165,1,"YOL073C"
0.77,175,-22,"YOL048C"
0.88,164,9,"YOL047C"
0.61,189,16,"YOL038C-A"
0.92,175,0,"YOL036W"
0.81,182,29,"YOL019W"
0.85,158,2,"YOL014W"
0.4,169,-13,"YOL013W-A"
0.56,155,-11,"YOR008C-A"
0.71,170,5,"YOR011W-A"
0.58,210,-8,"YOR012W"
0.82,172,-7,"YOR020W-A"
0.85,166,-2,"YOR021C"
0.79,166,4,"YOR022C"
0.73,188,70,"YOR032W-A"
0.84,164,-15,"YOR059C"
0.84,166,0,"YOR060C"
0.44,206,70,"YOR062C"
0.87,165,1,"YOR093C"
0.75,171,-17,"YOR097C"
0.71,201,-21,"YOR111W"
0.94,169,13,"YOR114W"
0.89,166,-11,"YOR131C"
0.94,168,0,"YOR152C"
0.82,163,-22,"YOR154W"
0.66,167,27,"YOR186W"
0.39,183,-3,"YOR214C"
0.89,169,-42,"YOR220W"
0.91,164,0,"YOR223W"
0.71,174,-8,"YOR238W"
0.84,164,16,"YOR246C"
0.91,168,0,"YOR271C"
0.95,166,4,"YOR283W"
0.8,170,-40,"YOR289W"
0.81,169,-50,"YOR292C"
0.79,160,6,"YOR293C-A"
0.9,160,0,"YOR296W"
0.95,176,-13,"YOR304C-A"
0.82,175,16,"YOR338W"
0.69,178,10,"YOR342C"
0.87,168,5,"YOR352W"
0.75,175,8,"YOR365C"
0.85,166,-25,"YOR376W-A"
0.85,164,-4,"YOR378W"
0.4,190,-17,"YOR381W-A"
0.86,173,-29,"YOR385W"
0.96,180,0,"YOR387C"
0.74,169,3,"YOR389W"
0.44,220,-5,"YOR390W"
0,NA,NA,"YOR396W"
0.6,216,0,"YPL280W"
0.43,219,0,"YPL279C"
0.87,169,-10,"YPL277C"
0.88,162,8,"YPL272C"
0.95,173,11,"YPL264C"
0.95,161,0,"YPL260W"
0.73,171,-2,"YPL257W"
0.87,163,-6,"YPL247C"
0.93,169,3,"YPL245W"
0.82,167,-7,"YPL236C"
0.84,154,0,"YPL229W"
0.81,167,-1,"YPL222W"
0.9,172,0,"YPL216W"
0.83,161,-16,"YPL199C"
0.79,167,1,"YPL191C"
0.93,167,-5,"YPL168W"
0.89,159,0,"YPL162C"
0.65,151,-2,"YPL152W-A"
0.85,182,6,"YPL150W"
0.89,167,0,"YPL113C"
0.92,168,-11,"YPL109C"
0.71,189,-11,"YPL108W"
0.95,163,2,"YPL107W"
0.88,157,-1,"YPL088W"
0.92,166,-1,"YPL077C"
0.9,168,1,"YPL071C"
0.88,162,8,"YPL068C"
0.43,193,0,"YPL067C"
0.77,183,0,"YPL066W"
0.69,163,13,"YPL041C"
0.91,182,0,"YPL039W"
0.78,172,-14,"YPL034W"
0.74,183,-6,"YPL014W"
0.94,164,-3,"YPR003C"
0.77,170,0,"YPR010C-A"
0.93,158,0,"YPR011C"
0.83,167,2,"YPR013C"
0.85,163,0,"YPR015C"
0.87,166,0,"YPR022C"
0.5,167,-16,"YPR027C"
0.85,161,-1,"YPR063C"
0.88,165,8,"YPR071W"
0.51,151,34,"YPR078C"
0.91,166,-8,"YPR084W"
0.78,162,9,"YPR089W"
0.85,177,-18,"YPR109W"
0.88,159,0,"YPR114W"
0.93,159,0,"YPR117W"
0.87,182,0,"YPR145C-A"
0.85,159,-10,"YPR147C"
0.71,183,46,"YPR157W"
0.7,181,1,"YPR170W-B"
0.83,181,-4,"YPR172W"
0.67,159,-10,"YPR174C"
0.81,153,25,"YPR196W"
0.31,172,12,"YPR202W"
0,NA,NA,"YPR204W"
